c_custkey	c_name	revenue	c_acctbal	n_name	c_address	c_phone	c_comment
1982	Customer#000001982	41996.7488	3567.30	JAPAN	mpS3z3Av8c89RsaJyiet	22-891-773-1026	e blithely courts. even, express re
404	Customer#000000404	41270.3810	7408.73	RUSSIA	2orgvLJ05jOvM292mhkS7iJmHG0jk	32-840-785-1776	uickly brave requests haggle furiously carefully special idea
496	Customer#000000496	40403.7152	8174.82	JAPAN	Y8oYLlHme6Z4fEzkTu	22-173-644-7922	 quickly bold packages. decoys among the blithely pending accounts lose according to the deposits.
1507	Customer#000001507	40402.1016	5801.76	IRAN	KtVNuytlncvuV44YzpoB	20-694-294-7077	symptotes around the blithely ironic requests may boost blithely during the bold, final ideas. ironic pinto beans sl
1763	Customer#000001763	40344.3300	4490.23	ARGENTINA	Co2ATzqcl61Cd	11-738-302-2342	manent accounts use slyly regular requests. carefully special packages after the pending 
452	Customer#000000452	40027.7514	6633.70	FRANCE	,TI7FdTc gCXUMi09qD	16-335-974-9174	aggle quickly. unusual instructions i
1178	Customer#000001178	39815.7732	4966.58	INDONESIA	W,03Nl2iWQ94xYyCo3R8CTMNFhu	19-717-739-3103	 even requests cajole furiously after the quickly ironic accounts. even re
1327	Customer#000001327	39775.3600	0.97	JAPAN	LBVMBxjllZpTQd	22-920-576-6295	 are furiously according to the multipliers. pinto beans are thinly. special deposits haggle quickly express Ti
1333	Customer#000001333	39728.3328	1330.85	BRAZIL	o9o6lky2KYgFZ2cSx5lyFQYufM1i1d	12-154-975-6824	beans integrate fluffily. carefully final pinto beans wake furiously even pint
1835	Customer#000001835	39530.3220	2081.99	GERMANY	XwMDWDz0zgJT7CpiEZ7Mak8kB6m	17-285-512-9067	s. carefully unusual packages along the carefully idle pinto beans haggle carefull
253	Customer#000000253	39400.5518	9139.52	MOROCCO	naGyIRPFPH E	25-461-140-9884	 regular deposits sleep against the accounts. foxes cajole carefully special 
1111	Customer#000001111	39287.0754	2892.21	FRANCE	gavpg6eW5lEML	16-824-312-3537	s are slyly quiet requests. darin
2146	Customer#000002146	39185.6920	1609.84	MOROCCO	ff awyCpNRxWpA	25-754-130-2526	und the slyly ironic courts cajole among the accounts. furiously regu
1342	Customer#000001342	39125.4300	1520.34	MOZAMBIQUE	FD6UNqfsYMKkf3ZFZdI4EaYMZ	26-340-733-2096	y around the final, special foxes. 
1654	Customer#000001654	39030.7890	1522.54	ETHIOPIA	igHSnmh 6yMC3vF	15-299-167-7023	thely unusual requests boost slyly special, final requests. quickly exp
875	Customer#000000875	38911.7588	-949.28	CANADA	8pQ4YUYox0d	13-146-810-5423	ar theodolites snooze slyly. furiously express packages cajole blithely around the carefully r
359	Customer#000000359	37710.0360	6375.23	KENYA	z4lUH9ssc3K2w0UjRIuNRrdqw	24-608-547-4751	ifts wake fluffily ironic ideas. slyly ironic deposits above the 
1121	Customer#000001121	37154.9568	3942.11	SAUDI ARABIA	o2uc3AHYz,m 3vYg8YxBwI0XuG	30-197-936-4724	usly? final theodolites are carefully 
2240	Customer#000002240	36215.8412	3815.06	RUSSIA	x4ytmBtcuAsHHqsMw6fCLI3SJ	32-834-407-6114	 pending packages use furiously. quick
1576	Customer#000001576	35959.2192	1006.44	RUSSIA	ec9dOjmCD0iicQEc4iIff88zX4kFGHPZUPYX1sBg	32-430-540-7796	y bold requests about the ironic, regular theodolites haggle slyly instructions: ironic courts wake carefully.
619	Customer#000000619	35764.1464	2336.99	UNITED STATES	6bxrNxQA oes7cMa23R 5lDmIOIRThvd	34-245-618-6317	ts breach slyly after the slyly regu
1210	Customer#000001210	35159.8500	8137.66	MOZAMBIQUE	bUTLW1KIHzzQkuOEwUMwEGCQfTQM7aBmUM0	26-202-315-9048	luffily ironic accounts haggle about the regular theod
97	Customer#000000097	35058.5620	2164.48	PERU	OApyejbhJG,0Iw3j rd1M	27-588-919-5638	haggle slyly. bold, special ideas are blithely above the thinly bold theo
812	Customer#000000812	34628.8216	3428.67	PERU	u9uI3BE68quHja6k0,UXRYFgvLHl3jKhn	27-714-618-2239	ar packages. packages thrash amo
877	Customer#000000877	34422.3736	1755.33	MOZAMBIQUE	uYO2BKogrHcOcHEgzjlmZAa1QYyR45i8	26-400-912-7812	packages cajole carefully. slyly regular pinto beans bo
2002	Customer#000002002	34177.1348	5326.64	KENYA	u2ZMTb2TqaND0MnXfku7juxnFVvo	24-159-880-1131	decoys. ironic dependencies integrate closely. slyly quiet courts thrash slyly above the furi
467	Customer#000000467	34146.8888	9398.51	IRAQ	amwRkh0nDQ6r6MU	21-449-581-5158	manently special warthogs. final ideas a
529	Customer#000000529	34133.7249	9647.58	MOROCCO	oGKgweC odpyORKPJ9oxTqzzdlYyFOwXm2F97C	25-383-240-7326	 deposits after the fluffily special foxes integrate carefully blithely dogged dolphins. enticingly bold d
1993	Customer#000001993	34003.0110	1209.74	ALGERIA	Yi8QRnZDlVqZfW8SHbw,drKwsPBd6qXjavl	10-928-142-7350	regular pinto beans. furiously ironic epitaphs after the 
1837	Customer#000001837	33961.5360	-886.94	KENYA	sWO0VNEY4GzuBq L0vJ5p2	24-908-704-5003	unts after the bold, regular dependencies breach a
2126	Customer#000002126	33810.1390	8405.67	ALGERIA	G0nn9PDIrlnoSIwR,sFHXi, 0t84FMYm5zt	10-313-709-2418	ding to the slyly even deposits. furiously final packages play furiously among the requests; ca
2173	Customer#000002173	33341.0484	7684.96	IRAN	j7dEf5DONdLeujp cLC8lgMx,	20-146-331-2592	 to the carefully express foxes cajole aroun
1649	Customer#000001649	32604.2784	2271.45	EGYPT	7n8CvxEE4tthklLyRNZIMQds5rruRPiQLLdV	14-308-532-5953	te across the blithely ironic packages. blithely final accounts among the quietl
2125	Customer#000002125	32538.9035	703.54	ETHIOPIA	NE2mQkLCiKCJY53P6plj	15-773-361-3587	along the finally regular pinto beans. doggedly special accounts sleep blithe
2230	Customer#000002230	32472.6402	3103.00	KENYA	mYBmgFVQgxzHYZdrMUWhF7u0ayPDA1o9S23	24-253-371-2838	usual excuses wake blithely pending packages. express instruction
157	Customer#000000157	32459.6160	9768.73	MOROCCO	HGEouzCcFrNd nBAdsCRjsMxKOvYZdbwA7he5w9v	25-207-442-1556	 pinto beans against the carefully bold requests wake quickly alongside of the final accounts. accounts
199	Customer#000000199	32329.3824	7654.31	EGYPT	lBU3xll,a7e9TYm3 UyjDPCVMvnHKpq,9HW1X	14-136-924-5232	fully busy pinto beans. packages cajole around the express, bold packages! quickly ironic tithes
1565	Customer#000001565	32136.7266	1820.03	BRAZIL	EWQO5Ck,nMuHVQimqL8dLrixRP6QKveXcz9QgorW	12-402-178-2007	ously regular accounts wake slyly ironic idea
2086	Customer#000002086	32105.5764	9306.44	BRAZIL	Oq0Ra2qWCHboJxEj,aqnk3OWpOCCr	12-233-293-2342	n theodolites. blithely ironic accounts about the unusual, final sheaves 
64	Customer#000000064	31505.4679	-646.64	CANADA	MbCeGY20kaKK3oalJD,OT	13-558-731-7204	structions after the quietly ironic theodolites cajole be
58	Customer#000000058	30585.0276	6478.46	JORDAN	g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T	23-244-493-2508	ideas. ironic ideas affix furiously express, final instructions. regular excuses use quickly e
691	Customer#000000691	30445.5888	9566.15	MOZAMBIQUE	0RkDX6OLU1hISYCLmdLD C	26-741-688-4189	p. ironic, regular foxes against the ironic, special theodolites nod carefully quietly unusu
500	Customer#000000500	30379.8600	3300.82	EGYPT	fy7qx5fHLhcbFL93duj9	14-194-736-4233	s boost furiously. slyly special deposits sleep quickly above the furiously i
121	Customer#000000121	30358.7712	6428.32	PERU	tv nCR2YKupGN73mQudO	27-411-990-2959	uriously stealthy ideas. carefully final courts use carefully
1861	Customer#000001861	30187.3572	7584.92	MOROCCO	E XEUZYUxRnh0Z1MKcU19Ff2kj7	25-966-583-8374	blithely regular instructions detect fluffily abou
1300	Customer#000001300	30014.6012	-370.44	UNITED KINGDOM	VmW1dNLVaQY0ud6Csa5WHWuV8	33-581-399-6027	 x-ray furiously regular deposits. final, silent theodolites are slyly pending ideas. final dependencies
1775	Customer#000001775	29829.8868	3221.15	BRAZIL	RUY1tS8uCKV1DrB	12-544-332-4550	 the furiously silent packages. pending, final accounts breach. instructions according to the quick
659	Customer#000000659	29183.3711	5297.68	ALGERIA	ThR9miOedPuwVEZyz 3MMjHPwB	10-834-287-1466	s cajole final, regular dependencies. final accounts sleep! furiously regular requests wake slyly silent
1504	Customer#000001504	29049.3090	8151.61	ALGERIA	suueZs7bAberaafllLS	10-462-929-6039	ess theodolites. blithely speci
1186	Customer#000001186	28748.0388	4466.30	UNITED KINGDOM	cj5EeLbJJ6MPdynzposq,Apbj9 2Jm	33-500-965-3385	ding realms cajole after the even foxes
1606	Customer#000001606	28260.5715	2244.46	ROMANIA	rIhuh0JIXA caaG	29-275-181-3687	y slyly unusual accounts. even foxes print furiously daringly even waters. blithely unusual deposits boo
1978	Customer#000001978	27446.2600	7503.87	JORDAN	e4sYh5qmltXfpKhnO fQF3E9dZuWXu,C0E	23-513-770-1875	ully regular dolphins. blithely express requests are furiously slyly regular accounts-- caref
1373	Customer#000001373	27208.8700	909.84	JORDAN	fAfmAacTlPc	23-959-476-7310	ckages cajole slyly even requests. express 
607	Customer#000000607	27110.1832	4038.45	UNITED STATES	m61hvYPASIGmNJx7Tu	34-601-151-4029	ymptotes. blithely bold requests shall are about the furiously final platelets.
586	Customer#000000586	26737.4844	5134.35	IRAQ	vGaA9XBtn,hlswFhSjLIXGlLEDD2flE8UXwj	21-239-369-7791	above the blithely express ideas. slyly r
1922	Customer#000001922	26054.5824	3398.55	INDONESIA	qMXL1bzgCtSj1GLMI3AMi1CNV,f, 0iCXt	19-532-924-9245	ake carefully even packages. ironic requests against the express, even asymptotes affi
101	Customer#000000101	25673.4720	7470.96	BRAZIL	sMmL2rNeHDltovSm Y	12-514-298-3699	 sleep. pending packages detect slyly ironic pack
311	Customer#000000311	25256.4840	6589.50	UNITED KINGDOM	dvpNARle3mR19GD4s2gpEbkL2mZV3uvV6P	33-919-292-8822	essly even escapades. blithely regular Tiresias cajole blithely furiously close packages. furiously ironic pi
761	Customer#000000761	24937.2600	1525.96	ROMANIA	oObRVLlulGS5xikRk8La	29-835-631-4258	ress Tiresias haggle across the never ironic ideas. blithely pending theodolites cajole ironically
1231	Customer#000001231	24567.6104	2326.68	INDONESIA	qJWtxdKmKWcR5XgMDn	19-316-348-3289	uickly regular foxes are after t
1193	Customer#000001193	24556.0455	-17.10	INDIA	gdKqrIp,yaMaQSFerrGGzc6Kpy	18-524-487-2547	accounts sleep carefully. regular accounts wake slyly. carefully regular requests along the quickly pend
863	Customer#000000863	24230.6792	5274.52	CANADA	 oaBBxuQLKPawG1yqOc7cyVhOezCy	13-801-392-5922	d accounts detect. bold pinto beans against the slyly ironic
1321	Customer#000001321	23207.7300	3589.49	IRAN	dWd3MhPQY3	20-571-787-3958	express foxes are quickly blithely bold 
187	Customer#000000187	22416.5933	-774.22	EGYPT	OIlgR6oIRXV5g63q5YGudCjRD8kpod2p	14-716-294-6674	r deposits. carefully silent packages after the fluffily even instructio
1579	Customer#000001579	21828.0846	4763.17	CANADA	TI4GCerFzw2UgqQdzJ94	13-255-948-9257	efully across the quickly express deposits. slyly regular deposits sleep above the blithely ironic theodoli
752	Customer#000000752	21355.6211	8363.66	INDIA	KtdEacPUecPdPLt99kwZrnH9oIxUxpw	18-924-993-6038	mong the ironic, final waters. regular deposits above the fluffily ironic instructions
2017	Customer#000002017	21312.4608	9454.70	RUSSIA	MwQVopgHV2Dk0X2Oj Tr,G97 cPX0iGpEySzmiBG	32-950-527-2067	ounts. slyly special deposits believe carefully. fluffily express accounts after the foxes sleep fluffily 
1298	Customer#000001298	21089.6016	3903.54	MOROCCO	ujAPYPBrLW,oIxGpuWmxoTDscSXFOP Tjk	25-765-244-1549	er furiously despite the ironic, even ideas. slyly silent ideas boost
1909	Customer#000001909	21087.1892	1605.61	ROMANIA	wrQOWC 6kE	29-108-892-4321	 the regular, unusual accounts. fluffily final theodolites d
814	Customer#000000814	20709.2628	4011.18	MOROCCO	KmMC1nd5iOXTRlhzMu13Wtx	25-342-269-3824	yly at the blithely regular excuses. carefully thin pinto beans boost slyly furiously regu
1334	Customer#000001334	20651.2894	2485.71	ETHIOPIA	gZkxQY2Aa3o D6f1O 7nsPdg6BJ3	15-493-800-1041	 unusual dependencies cajole regular, r
1730	Customer#000001730	20402.3616	2743.27	ARGENTINA	p8wSGXOVmXO6rJBW3jgEjcFYRKW0jVY	11-216-159-3328	efully final somas hang slyly. dependencies over the blithely regular requests haggle carefull
631	Customer#000000631	20078.3772	2603.00	ROMANIA	By LIK3TbJ67sJLlpaoOCXZheuX	29-864-813-2575	bold platelets haggle. slyly even pearls can solve slyly among the final foxes. slyly unusual r
1915	Customer#000001915	18863.8916	7268.98	MOZAMBIQUE	FMtQbAxpu5v3,0NVxEJwU24sV2TgF	26-683-446-1665	s. furiously ironic ideas boost furiously among the ironic pinto beans. accounts thrash slyly about the
899	Customer#000000899	18390.9684	8605.53	BRAZIL	Th5XO5ImeCe9nHFQfQMCkNcmf5WHSeYQaR5TJ	12-594-534-9654	rding to the furiously unusual accounts. express, express accounts nag furiously. ide
854	Customer#000000854	18029.0000	3393.86	ALGERIA	flSR,SlEXwxrDcm3uedfK1Oiq,c9mZI	10-544-967-2382	t slyly after the furiously even escapades. carefully regular pa
1252	Customer#000001252	17001.0236	3279.84	JAPAN	u2OUDBxaayX4WhrftcM,	22-604-782-7617	eans might impress about the bold requests. bl
268	Customer#000000268	16282.5828	6821.01	CANADA	tkSLQoOpfOa601itad05EcN0UmhjZXdyKRc0r	13-720-469-5207	press ideas print quickly. fluffily unusual deposits use blithely eve
112	Customer#000000112	16133.3892	2953.35	ROMANIA	RcfgG3bO7QeCnfjqJT1	29-233-262-8382	rmanently unusual multipliers. blithely ruthless deposits are furiously along the
383	Customer#000000383	16030.3570	-849.44	BRAZIL	iBIHYgXvVDpu6qq7FlqXVcAIDAzv4qs	12-868-920-9034	slyly express ideas haggle blithely unusual dugouts. ironic pinto beans are ironic ideas.
1253	Customer#000001253	14624.5662	1222.21	ARGENTINA	2rEfA2LR6LkUXjoMxIsv58YSHPMjlqr1YXhHSX	11-900-587-2067	efully regular deposits. bravely ironi
2096	Customer#000002096	14321.2590	2456.51	EGYPT	N3V4zQ0PFtTn41mHpmzNfmOfxLVgQXt9NI7dG	14-649-636-5253	 thinly pending asymptotes must haggle into the quickly even packages. quickly final depo
170	Customer#000000170	13564.5720	7687.89	MOROCCO	5QmxmYubNhn6HAgLwTvphevM3OmpZTGsM	25-879-984-9818	 regular requests. carefully regu
971	Customer#000000971	13189.2562	3914.88	ARGENTINA	z29DUY Utsi6mWKI	11-256-718-6928	ular theodolites haggle carefully: f
322	Customer#000000322	12961.4485	4489.98	SAUDI ARABIA	bWRyCyjH5OfGX	30-660-202-7517	usual sauternes are among the slyly even instructions! thinly regular 
1469	Customer#000001469	12815.5860	4329.98	GERMANY	yLW8qLv25wuMsibRd,1qJe9	17-961-583-4658	y even dependencies wake against the regular, final excuses. packages haggle slyly a
1543	Customer#000001543	12623.3472	5653.73	CHINA	IKgaPQRsONfY1vAsPP	28-327-662-8527	ckages haggle. idly even deposits according to the regularly even ideas haggle blithely re
1385	Customer#000001385	11919.2892	2326.75	CANADA	4jAtwsWIITPzhTIx7jblhjp9aAzejEGnu	13-693-138-5884	ithely daring ideas? regular requests wake slyly ag
307	Customer#000000307	11816.5340	346.59	JORDAN	xvkJ13gs7GH	23-836-934-5394	 ironic platelets nag against the bold pinto 
1612	Customer#000001612	10890.8404	2613.29	MOZAMBIQUE	oRmhlGYt71UyFdgI4KvPxF	26-493-547-6969	oost blithely about the blithely express packages. reg
43	Customer#000000043	10489.4064	9904.28	ROMANIA	ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd	29-316-665-2897	ial requests: carefully pending foxes detect quickly. carefully final courts cajole quickly. carefully
368	Customer#000000368	10455.8850	84.72	RUSSIA	9p ReFA4fseKWYUaUHi	32-552-596-4994	ic asymptotes. quickly special packages along the bravely bold depos
1330	Customer#000001330	10406.2500	3893.14	ARGENTINA	MGY4P7QIy3	11-353-524-1234	to beans doze along the furiously final pinto beans. req
28	Customer#000000028	10343.8728	1007.18	INDIA	iVyg0daQ,Tha8x2WPWA9m2529m	18-774-241-1462	 along the regular deposits. furiously final pac
758	Customer#000000758	9995.0760	6352.14	PERU	8fJLXfS5Zup0GQ3xBKL3eAC Q	27-175-799-9168	eposits. blithely unusual deposits affix care
577	Customer#000000577	9874.6490	7059.15	KENYA	a73SSq2cip7C8nSzdmmscpZyLCZ7KL	24-662-826-1317	int furiously. slyly express pin
916	Customer#000000916	9862.2350	130.59	UNITED KINGDOM	9Zo7nkmzJla4Q4PE5mbw	33-511-587-8754	sual ideas cajole carefully ironic excuses. final platelets use slyly. quickly special instructions nag. bold escapa
976	Customer#000000976	9774.0000	7772.85	ROMANIA	I78UJ2ks3sbcd0c2NQ7aH	29-436-660-4732	special requests wake carefully regular somas. special theodolites wake regular, unusual pinto beans. furi
1994	Customer#000001994	9527.1876	1971.60	ARGENTINA	TRsalXgbwGxicJe1Ogt4th3BwgmrADqgILXd	11-384-723-1000	taphs along the furiously regular dependencies must have to run blithely idle dependencies. slyly fi
1360	Customer#000001360	9173.3404	1422.57	ROMANIA	xeaT6W6D569UKCKU86iK9b6aUanlra	29-574-552-4018	nt packages affix quickly furiously regular foxes; quickly 
2035	Customer#000002035	7907.4368	3906.97	JORDAN	R3SU3DugFfVOmdyW3mxxrXuDWwdd	23-290-569-8258	yly special deposits dazzle quickly a
1939	Customer#000001939	7625.7696	1306.86	ALGERIA	SBEYKDkrUBAt2RNh1z0dtG	10-417-450-5341	usly unusual theodolites haggle slyly around the fluffily ironic asymptotes. express instructions cajo
1864	Customer#000001864	7619.5152	7669.96	RUSSIA	ZTAtP8aj97X246rzbsglEXqogjhEcYybWE3W	32-582-138-8697	uriously. final packages detect slyly blithely r
407	Customer#000000407	7520.6040	9537.08	ARGENTINA	cfCP9bE3HnI	11-975-454-8499	ect among the carefully regular theodolites. regular dep
1687	Customer#000001687	7284.3750	8151.36	UNITED KINGDOM	lNxhAZMB,t1bbxFz7UXI0gFWhw	33-345-542-8289	 boost blithely at the furiously special requests. ironic, unusual requests 
2027	Customer#000002027	7192.6500	1660.31	IRAQ	Y3WD8Bm9JNWUbqP	21-119-883-6653	lar foxes cajole. furiously final r
2050	Customer#000002050	6592.4496	5074.43	KENYA	zk8MWFFb0zPXGS45,FRWgJ	24-818-389-2744	tructions sleep fluffily. iro
982	Customer#000000982	6577.1400	1437.55	UNITED KINGDOM	EN9aD5Xgh2q	33-460-986-9418	lithely express requests along the carefully pendi
1274	Customer#000001274	6236.3463	126.97	UNITED STATES	eHJnE7ytBm	34-152-721-6307	nts are enticingly above the furiously
553	Customer#000000553	6181.6500	4804.57	EGYPT	8tTlavJ sT	14-454-146-3094	ully regular requests are blithely about the express, bold platelets. slyly permanent deposits across the
2206	Customer#000002206	5688.2400	9086.77	ROMANIA	hTblGZd y8IvclIQ	29-587-821-9222	 regular foxes after the fluffily regular foxes nag furiously among the blithely 
32	Customer#000000032	5347.1616	3471.53	MOROCCO	jD2xZzi UmId,DCtNBLXKj9q0Tlp2iQ6ZcO3J	25-430-914-2194	cial ideas. final, furious requests across the e
1397	Customer#000001397	4398.0816	5466.83	INDIA	1bk KBemIEsKhD3VyXa6IRLx 4GH u	18-294-992-6523	onic packages across the bold, regular dolphins boost furiously furious multipliers; furiously specia
1234	Customer#000001234	3506.4120	-982.32	ARGENTINA	B3OhbH0MRJE,F0Lc7Jq0Ttv3	11-742-434-6436	y ironic instructions are quickly about the slyly silent pinto beans. quickly final dependenci
2194	Customer#000002194	1471.2570	3325.24	CHINA	6eW1P7MMBAP	28-999-768-1409	ans. furiously even dependencies cajole blithely regular request
142	Customer#000000142	1238.7648	2209.81	INDONESIA	AnJ5lxtLjioClr2khl9pb8NLxG2,	19-407-425-2584	. even, express theodolites upo
1097	Customer#000001097	1160.2540	8651.87	FRANCE	a wMc0lQutcHs6cRomoMCGjvM0MwEk4uyrxKI3	16-604-758-5574	p carefully. carefully special excuses haggle carefully about th
